path	sha256	category	external_citers	status	durable_destination	record_disposition	consumed_by	shipped_evidence	open_owner_decisions	rationale
.myrobots/2026-08-23-next-cut-derivation.md	8d5a0a6e79627d7ef6924baec82dad85392b067512d51165ea50c0937bbcdf0f	session-narrative	0	stale	none	evidence-archive	n/a	Every cut in the menu executed and every named module is in STRICT_FACES on origin/main (packages/web/src/lib/ui/workflow/strict-faces.ts). Cut A: #2139 (chroma/chromakey/feedback/mandleblot, header comment literally 'BATCH 24 — CUT A'), #2140 (shapedramps+dockscope), #2158 (samsloop), #2301 (joystick, after #2140 refused it); graphicEq #2137. Cut B: spectrograph #2145 ('the cut prescribed a PANEL'), scope #2166, synesthesia #2194, vfpgaRunner #2195. Cut C: wavesculpt #2181 (+#2176/#2190), moog960 #2193. Cut D: LEG-02 #1511 series (#2199 videobox, #2201 videovarispeed, #2224 tvLibrarian, #2305 peertube, #2320 archivist, #2168 loopback) — DOM_SOURCE_LANE_TYPES and CARD_PRODUCER_LANE_TYPES are both empty Sets and the headless-mount machinery is retired (dom-source-modules.ts, 'legacy-removal S1.5'). Cut E: typed-entry cell #2200 (closes #1509), midiLane #2204, electraControl #2207, controlSurface #2302, painter #2318; the five sequencers it counted (sequencer/drumseqz/polyseqz/macseq/writeseq) were DELETED in cef7c16c06 (#2183). Cut F: lushgarden #2153, timelorde #2163. All 29 'purpose-built' modules faced (e.g. es9 #2205, gamepad #2198, matrixMix #2184, mappy #2308, clipplayer #2326, nibbles #2317, moog956 #2315, chromaconsole #2319). The inventory it derives from (docs/design/face-migration.generated.md, face-migration-inventory.ts) was deleted in #2349 (legacy card UI retired, 196 cards deleted).	none	A one-time decision-menu derivation (six cuts, measured face-PR cost) that batch 24 executed almost verbatim — the tree cites it in STRICT_FACES comments and the lushgarden wave-1 spec — so it is a proof artifact worth archiving, but every count, blocker probe and 'in flight' claim is superseded by the tree and its only reusable lesson (the face/cell/panel/extension/bespoke ladder, derive counts never type them) already lives in .claude/skills/module-surfaces/SKILL.md and AGENTS.md.
.myrobots/2026-08-23-nibbles-composite-vrt-nondeterminism.md	7a1d3cca010cc54072c5ffc0116c8328e9c140bae629a72ea863fb87fbfdb28d	session-narrative	2	current	skill:renderer-tests	evidence-archive	n/a	Fix shipped in #2159 (58d3a1f0b7 'fix(vrt): PIN the nibbles game in composite-coverage'). On origin/main e2e/vrt/vrt-composite-coverage.spec.ts lines 231-257 set globalThis.__videoEngineFreezeTime = 2.0 and __nibblesVrtSeed = 0xC0DE for nibbles pairs only (DOOM pairs untouched); packages/web/src/lib/video/modules/nibbles.ts lines 331-336 (initialSeed Date.now fallback) and 370 (maybeApplyVrtSeed) match the record's mechanism; engine seam at packages/web/src/lib/video/engine.ts:1451-1457; e2e/vrt/vrt-composite-scenes.ts:110 pins the seed as the record says; .github/workflows/vrt-update.yml:378 confirms --update-snapshots=changed. The four nibbles composite-coverage baselines exist under e2e/vrt/__screenshots__/vrt-composite-coverage.spec.ts/.	none	A closed VRT investigation whose RESOLVED header matches the tree; the raw file is a proof artifact (kept falsification plus byte-level pre/post measurement), so archive it. Two lessons are reusable and not yet in renderer-tests/references/silent-failures.md: classify the diff PNG before theorising from code, and when a flake hides inside a diff tolerance compare captured PNGs byte-for-byte instead of repeating the tolerance-gated check (also: scoped captures never compare a scene a full sweep would catch). Note silent-failures.md:21 says the repo uses '=all' while SKILL.md and vrt-update.yml say CI uses '=changed' — the tree and this record agree on '=changed'.
.myrobots/2026-08-24-bespoke-wave4/README.md	9344adf29ba09631ea15cb0bd472ce2877b06636eaf3d6264ed6db28ed26232e	package	0	stale	skill:module-surfaces	consume-stage4	#2184 (f897e47010) matrixMix, #2186 (f7f1a7b97d) picturebox, #2187 (40ca0622ba) midiclock; landed as #2177 (2bd847856e)	All three wave-4 modules are in STRICT_FACES (packages/web/src/lib/ui/workflow/strict-faces.ts:4306 picturebox, :4342 matrixMix, :4376 midiclock) via #2184 f897e47010, #2186 f7f1a7b97d, #2187 40ca0622ba. 'Nothing here is implemented' is false: MetaModuleDef gained `face?: ModuleFace` (packages/web/src/lib/meta/module-registry.ts:85, negative control at module-face-lint.test.ts:3475); legacy cards (MatrixMixCard/PictureboxCard/MidiclockCard) deleted in #2349 622d121675; EXEMPT_FROM_VRT/ALLOWED_PERMANENT_EXEMPT lists no longer exist on main and face baselines exist for all three under e2e/vrt/__screenshots__/workflow-shell-faces.spec.ts/. The README's headline routing call (hand ShellCellEnv to ShellSelectorCell.options) is explicitly REJECTED in the tree: shell-cells.ts:290-310 documents that `env` carries only `write`, so the ask 'would not have unblocked a single device picker'; the route is getActiveEngine(). The .data write question is answered by the `mutateNode` seam (graph/mutate.ts:81) that mutate.guard.test.ts:155 now routes through.	Topbar-surface unification remains open: graph/workflow-pins.ts:108-109 still documents ClockSurface/MidiDinSurface/AudioIoSurface as pinned modules' faces, and MidiDinSurface.svelte is still a hand-built dropdown with no face host. Everything else the README escalated is resolved or rejected by the tree.	Wave README with genuinely reusable surface lessons (zero-param face case, video-domain lane picture via hasVideoSurface not the glyph seam, `face`+`noUserControl` hash-transparent in the attest basis, mechanical-vs-comment protections) that belong distilled in module-surfaces; the raw package is consumed wave-by-wave under the Stage-4 3-leg gate since all three modules shipped and one of its platform asks is now disproven by shell-cells.ts.
.myrobots/2026-08-24-bespoke-wave4/matrixMix/dock.html	99f7bf8f104a2913ff2ceced1ca476475ea78953297938aa0710b6fc5b06b8d2	package	0	stale	none	consume-stage4	#2184 (f897e47010)	Shipped face at packages/web/src/lib/meta/modules/matrixmix.ts:105 (order matrixmix-x/matrixmix-y, extension 'matrixmix'); body packages/web/src/lib/ui/modules/matrixmix/MatrixMixGridBody.svelte + shell-extension.ts; VRT baseline e2e/vrt/__screenshots__/workflow-shell-faces.spec.ts/face-matrixMix-dock.png; STRICT_FACES strict-faces.ts:4342.	none	Self-contained dock mock (no scripts/external assets) whose design intent is superseded by the shipped face and its dock VRT baseline; module-specific mocks carry no skill-worthy content and archive after Stage-4 consumption.
.myrobots/2026-08-24-bespoke-wave4/matrixMix/lane-tile.html	25056828ed32ed92fad7b129d8cb795bf96eddc2db1c069554d8335fd76fe04d	package	0	stale	none	consume-stage4	#2184 (f897e47010)	Two ranked selector cells shipped via packages/web/src/lib/ui/modules/matrixmix-cell-actions.ts and matrixmix.ts:105 face block; matrixmix-face-model.test.ts covers the model; STRICT_FACES strict-faces.ts:4342.	none	Lane-tile mock for the zero-param question; the question is settled by the merged face rather than the mock, so it is consumed and archived with the package.
.myrobots/2026-08-24-bespoke-wave4/matrixMix/spec.md	ee27b1e5b9471569365d7021fc6e12d3415f1cf99c821ffadb3d63338e8856ae	package	0	stale	skill:module-surfaces	consume-stage4	#2184 (f897e47010)	PR 1 precursor and PR 2 face landed as ONE PR (#2184 f897e47010 is the only commit introducing `face?: ModuleFace` in meta/module-registry.ts:85, with the 'meta domain: the face? precursor is READ' describe block at module-face-lint.test.ts:3475). `docs?` deliberately absent (module-registry.ts:74) and e2e/tests/module-annotate.spec.ts:107 fixture untouched, as §0.2/§8 required. Face at matrixmix.ts:105; cell actions matrixmix-cell-actions.ts; body MatrixMixGridBody.svelte; face-matrixMix-dock.png baseline; the VRT exemption list the spec said to discharge no longer exists on main. MatrixMixCard.svelte deleted (#2349).	none	Shipped spec; its reusable judgment (extension-slot choice: panel needs a real minWidth+probe, fullViewBody for graph-derived unbounded bodies, never wire editorSurface on a module PR; 'comments do not gate' couplings stated in the PR body) is distillable into module-surfaces, while the package itself is consumed under Stage 4.
.myrobots/2026-08-24-bespoke-wave4/midiclock/dock-connect.html	e7273bf94d89943345c4a3f97976e2e2d628c49629f7b6f7ab715f348bbddca1	package	0	stale	none	consume-stage4	#2187 (40ca0622ba)	CONNECT action cell shipped: midiclock.ts:344-346 face order ['divisor','midiclock-connect-{n}'], packages/web/src/lib/ui/modules/midiclock-cell-actions.ts; pre-connect VRT baseline face-midiclock-compact.png; STRICT_FACES strict-faces.ts:4376. Pinned instance still a topbar menu (workflow-pins.ts:108-109), as the mock's caption said.	none (the pinned-instance question is recorded on the spec/README rows)	Pre-connect mock superseded by the shipped face and its compact baseline; the ranked key name differs from the mock ({n}-suffixed), confirming the mock is design intent, not the record of what shipped.
.myrobots/2026-08-24-bespoke-wave4/midiclock/dock.html	c8df3fa530e6aa269eba3bb0ec8e825cb5a8373c2b68dc3455cb609fccc5742e	package	0	stale	none	consume-stage4	#2187 (40ca0622ba)	Post-connect device body shipped at packages/web/src/lib/ui/modules/midiclock/MidiclockDeviceBody.svelte (+ midiclock-status-model.ts for every string); dock baseline face-midiclock-dock.png; STRICT_FACES strict-faces.ts:4376.	none	Connected-state dock mock superseded by the shipped fullViewBody and its dock VRT baseline; nothing reusable beyond what the spec row carries.
.myrobots/2026-08-24-bespoke-wave4/midiclock/spec.md	b62f60a32ec3ddcfafb6d0544ce0d1760be5c15a150431f68d9ec08cfb2e643f	package	0	stale	skill:module-surfaces	consume-stage4	#2187 (40ca0622ba)	§5.1 shipped: MIDICLOCK_DIVISOR_PARAM with optionsExhaustive (packages/web/src/lib/audio/modules/midiclock.ts:131-145, params: at :379), params-first read order without write-back (:424-441), face MIDICLOCK_FACE (:344-346, extension 'midiclock'). D1 fixed: MidiclockDeviceBody.svelte:138-148 writes lastDeviceId through `mutateNode` (origin-tagged). D5 addressed: midiclock-status-model.ts `midiclockDeviceDetail` reports 'connected — no input selected yet' for a vanished selection (test :88-95). D6 fixed: e2e/tests/midi-autobind-perfzip.spec.ts:132 uses getByTestId('midiclock-device-select-…'). D2 STATE/TICKS readouts gone with MidiclockCard.svelte (#2349); transport state survives as midiclockTransportDetail. EXEMPT_FROM_VRT list no longer exists; baselines face-midiclock-{compact,dock}.png. §5.2's selector-`env` platform ask is rejected by shell-cells.ts:290-310. STRICT_FACES strict-faces.ts:4376.	Topbar-surface unification (§0.3): pinned-midiclock still renders MidiDinSurface, a hand-built dropdown with no face host; workflow-pins.ts:108-109 still documents the three topbar menus as pinned modules' faces. The spec named this as owner-facing and it remains undecided.	Shipped spec whose reusable lessons (a discrete node.data setting is an undeclared ParamDef; params-first migration read order with no silent write-back; action cells need a real-state probe; pinned topbar surfaces diverge from faceplates by design) belong distilled in module-surfaces; the package is consumed under Stage 4 and one platform ask it recorded has been disproven by the tree.
.myrobots/2026-08-24-bespoke-wave4/picturebox/dock-slots.html	7efff2cc9076d5c3719f9351320ef111ae889957a37c87aab9eaa4e0c0ba0516	package	0	stale	none	consume-stage4	#2186 (f7f1a7b97d)	Lane picture via hasVideoSurface shipped with face { glyph:'none', order:['gain'], paramCells:{gain:'fader'}, extension:'picturebox' } (packages/web/src/lib/video/modules/picturebox.ts:332-336); baseline face-picturebox-compact.png; STRICT_FACES strict-faces.ts:4306.	none	Lane-tile/live-picture mock superseded by the shipped face and compact VRT baseline; the old per-type vrt.spec.ts/picturebox.png the spec said to move is gone.
.myrobots/2026-08-24-bespoke-wave4/picturebox/dock.html	ec70d519f17767e4e38c7d7eefd41788b8ea7518ced65079a81640fda3ad1f6c	package	0	stale	none	consume-stage4	#2186 (f7f1a7b97d)	7-slot bank body shipped at packages/web/src/lib/ui/modules/picturebox/PictureboxAssetsBody.svelte + shell-extension.ts, writing through packages/web/src/lib/graph/picturebox-data.ts; dock baseline face-picturebox-dock.png; STRICT_FACES strict-faces.ts:4306.	none	Dock mock superseded by the shipped fullViewBody and its dock VRT baseline; module-specific mock with nothing skill-worthy.
.myrobots/2026-08-24-bespoke-wave4/picturebox/spec.md	4005d65e8e7be218e1a5223585e5174bcbd4a43e74f363fd623395a2eb39d75d	package	0	stale	skill:module-surfaces	consume-stage4	#2186 (f7f1a7b97d)	PR 1 shipped as #2186 f7f1a7b97d: def-level noUserControl (picturebox.ts:263) + face (:332-336); D1/D2 header fixes recorded in the file (:10, :19: no schemaVersion/migrate); D5 extraction exists (graph/picturebox-data.ts); body PictureboxAssetsBody.svelte. PR 2 (PICTUREBOX_GAIN_RANGE + RANGE_BOUND_CARDS) is moot: PictureboxCard.svelte and RANGE_BOUND_CARDS were deleted with the legacy cards (#2349), and RANGE_BOUND_CARDS now appears only inside .myrobots. varispeed-panel-layout.spec.ts (§8 precondition class) is deleted from main. Old vrt.spec.ts/picturebox.png gone; baselines face-picturebox-{compact,dock}.png. STRICT_FACES strict-faces.ts:4306.	Minor: §6.4/D6 follow-up (route slot loads through mediaLibrary) was never built — zero mediaLibrary references in the shipped picturebox body or extras-producers.ts; a product call, not a blocker.	Shipped spec carrying the wave's sharpest reusable rule — `face` and def-level `noUserControl` are HASH_TRANSPARENT_PROPS in the WebGL attest basis while any other code edit to a basis file costs a real-GPU re-attest, so split the PR — plus the validate-the-instrument correction (noUserControl is a def-level array, not a per-param flag); distill to module-surfaces, consume the package under Stage 4.
.myrobots/2026-08-24-bespoke-wave5/BINDERS.md	44c2cca253fba116ef9103779755bba6c602f15fcf5084b7df0d5aa470b4927c	package	0	stale	skill:module-surfaces	consume-stage4	#2211 (f5af626c18) for midiCvBuddy+midiOutBuddy; #2319 (632a19726e) for chromaconsole	All three binders promoted: strict-faces.ts STRICT_FACES 'chromaconsole' (:4494), 'midiCvBuddy' (:4966), 'midiOutBuddy' (:4995); bodies ui/modules/{midiCvBuddy,midiOutBuddy,chromaconsole}/*DeviceBody.svelte + shell-extension.ts; §1's correction is now the ShellCellEnv doc comment itself (shell-cells.ts:285-310: 'IT CARRIES write AND NOTHING ELSE… the route is getActiveEngine()') and midi-cv-buddy-cell-actions.ts uses getActiveEngine().read(node,'card-api'); §4 raw-write fix shipped via mutateNode in midi-cv-buddy-cell-actions.ts; §6's EXEMPT_FROM_VRT lists are gone (e2e/vrt/vrt-exemptions.ts no longer on origin/main); legacy cards deleted in #2349.	none (the 'hardware quantizes this' control-vocabulary marker from §2.4 was parked out of scope, not escalated)	Cohort analysis whose predictions were overtaken: the midiCvBuddy channel key was renamed to midiInChannel (data.channel is lane-membership truth), midiOutBuddy's override became a warn lamp not an outline, and the picker landed as ranked controlFamilies cells plus a body rather than body-only. Durable lesson to extract: ShellCellEnv is write-only and getActiveEngine() is the read route for rosters, and 'outcome of a gesture' text is not resting text while a non-text dot/lamp is not a readout.
.myrobots/2026-08-24-bespoke-wave5/GAMES.md	6354e858339755ad9e8b7f00f96187029d4c363d7096e405034ed86c6f401953	package	0	stale	skill:module-surfaces	consume-stage4	#2225 (frogger), #2282 (modtris), #2317 (nibbles), #2192+#2283 (skifree)	All four games promoted: STRICT_FACES 'frogger' (:5109), 'modtris' (:5170), 'skifree' (:5554), 'nibbles' (:6375) in strict-faces.ts; the §5 skifree REFUSE was overturned — #2192 (868ddb9ee2) moved the bundle/controller into the factory, then #2283 (8b1640fdcc) shipped the face with a tileBody and a FACES_WITHOUT_SCENES entry (strict-faces.ts:5514-5554); §6 AUDIO_OPERABLE pool handled (workflow-shell.spec.ts:204 'used to have three: a migration-complete…'; strict-faces.ts:5154); §4's freeze params were refused in favour of pins (frogger.ts:321, modtris.spec.ts:405-407); §8.2 levelStep is now wired (modtris-state.ts:129,164,447); EXEMPT_FROM_VRT lists gone (vrt-exemptions.ts not on origin/main).	none	Group analysis whose refusal and precursor findings were all resolved in the tree, one of them the opposite way. Durable lessons: a game's score painted inside its own canvas is artwork while a chrome row beside it is forbidden (and no gate sees either); the scheduler clock is a Worker setInterval with no AudioContext check so an audio suspend never freezes these games; a card that PRODUCES the game is invisible to the derived producer gates when its seam is a .ts bridge.
.myrobots/2026-08-24-bespoke-wave5/README.md	83d1048c8d18a591145cd162803076ecba82fbb0cc2002d517d7afe79ced9603	package	0	stale	skill:module-surfaces	consume-stage4	Wave-level: #2225 frogger, #2226 numpadPlus, #2227 score, #2282 modtris, #2283 skifree, #2317 nibbles, #2319 chromaconsole (spec PR was #2185 ea2e06340c); midiCvBuddy/midiOutBuddy consuming PRs not located by log grep — unknown for those two	All nine wave-5 modules are in STRICT_FACES on main: score (:5241), numpadPlus (:5362), skifree (:5554), frogger (:5109), modtris (:5170), nibbles (:6375), midiCvBuddy (:4966), midiOutBuddy (:4995), chromaconsole (:4494). The REFUSE (skifree, #2283 8b1640fdcc after producer fix #2192) and BLOCKED (chromaconsole, #2319 632a19726e) verdicts are superseded; §10 item 1 resolved by #2282 (modtris 'WIRED difficulty ramp', modtris-state.ts:164 levelForLines); §10 item 4 resolved without a fork via FACES_WITHOUT_SCENES (e2e/vrt/_shell-faces.ts:6236). §4's ?shell=legacy green-and-blind class is moot: legacy UI removed in #2349.	DOCK_TAB_MIN_BANDS threshold (§10 item 6) is still 7 on main and score.ts:301 still defers it to the owner. Whether node.data gets an origin-tagged seam/ledger (§7) — mutate.guard.test.ts still anchors only on `.params`. §10 item 2 (SCREEN toggle on audio-domain canvas games) — no screen toggle in frogger.ts/modtris.ts on main and no recorded ruling found.	Wave summary whose verdict table and 'Nothing here is implemented' banner are false against main, but it carries the wave's transferable findings: run the search before asserting or refuting a platform blocker (§1); in-canvas game score allowed vs chrome score forbidden and the resting-text gate sees neither (§2); the lane-picture predicate is DOMAIN only, not port shape (§5); the STOP-2 affordance grep is blind to $effect/onMount lifecycle side effects (§6, partly already in the skill's 'Preserve runtime ownership'); the .data discipline census third state (§7). Extract those into module-surfaces, then consume with the wave.
.myrobots/2026-08-24-bespoke-wave5/chromaconsole/dock-assign.html	0695c6e283b210decaae18fb7175454b18a0afa3c0f6f70e8e7edd931bab2f9a	package	0	stale	none	consume-stage4	#2319 (632a19726e)	ui/modules/chromaconsole/ChromaconsoleDeviceBody.svelte header: the eight assignment selects, enum Segmented and stale-slot chips ship as a permanent SLOT BOARD in the fullViewBody (no ASSIGN mode toggle); STRICT_FACES 'chromaconsole' (strict-faces.ts:4494, comment cites owner decision 2026-08-31 item 7 'two operable surfaces per slot'); _shell-faces.ts:5799 roster row.	none	Module-specific mock of an in-place ASSIGN mode that was not the shipped shape; the body carries the slot board permanently. No reusable lesson beyond what the spec carries.
.myrobots/2026-08-24-bespoke-wave5/chromaconsole/dock.html	60285355ee9a95a6abe130547644d398099c74fd1f37b161c4ed31eb92abd279	package	0	stale	none	consume-stage4	#2319 (632a19726e)	The 'BLOCKED on ParamDef.labelFor' framing never shipped: no labelFor on ParamDef in origin/main (grep hits are unrelated locals); strict-faces.ts:4494 comment and ChromaconsoleDeviceBody.svelte header record the owner-approved alternative (band knobs captioned slot 1..8 + body slot board with the names, per-node cell derivation declined 2026-08-31 item 7).	none	Mock's left/right 'can vs should render' comparison was resolved by an owner ruling the other way; the shipped plate is the left panel plus a slot board. Module-specific; nothing to extract.
.myrobots/2026-08-24-bespoke-wave5/chromaconsole/spec.md	25cd2359e9b7b73fba06dec4a21f85759717081bd2f1d8f7a7e9b16d8e99a416	package	0	stale	skill:module-surfaces	consume-stage4	#2319 (632a19726e)	STRICT_FACES 'chromaconsole' (strict-faces.ts:4494); chromaconsole.ts:161 face: CHROMA_CONSOLE_FACE, :69-76 header explaining the caption limit and the body-board answer; ui/modules/chromaconsole/{ChromaconsoleDeviceBody.svelte,shell-extension.ts,chromaconsole-status-model.ts}; D1 (LOCAL_ORIGIN on node.data.assign) addressed per chromaconsole.ts:261-268; roster row _shell-faces.ts:5799 (pages: 2). The §0.2 labelFor platform ask and §5.1 cellKindFor were declined by the owner (2026-08-31 item 7) in favour of two operable surfaces per slot.	none (decided 2026-08-31 item 7; the parked 'hardware quantizes this' marker vocabulary remains parked)	Verdict BLOCKED was superseded by an owner decision, so the spec's headline is wrong against the tree while its constraint map was right. Durable lesson: a face cell caption is ParamDef.label only, so a device module with N identical slots over a named roster puts the per-node names on a body slot board — the template for every device module.
.myrobots/2026-08-24-bespoke-wave5/frogger/dock.html	6ba03e658eb9a8386c98db2090df3514caee45b6a053b2aa778bf29a0bba831e	package	0	stale	none	consume-stage4	#2225 (958db85380)	frogger/spec.md header records consumption by #2225; the mock's 'noUserControl: freeze' block never shipped — frogger.ts:304-321 reads only __froggerVrtTicks (simPin) and contract-lock did not move; ui/modules/frogger/FroggerBoardBody.svelte + shell-extension.ts; STRICT_FACES 'frogger' (strict-faces.ts:5109); _shell-faces.ts:4660-4666 simPin row.	none	Board/SCREEN/one-knob layout shipped as drawn, but the mock also depicts a freeze param that the build refused. Module-specific mock; nothing to extract.
.myrobots/2026-08-24-bespoke-wave5/frogger/lane-tiers.html	f276eaa9df6037c8a83f27db5a6ebbec74bc24089819852da1c3302c3c4f7e23	package	0	stale	none	consume-stage4	#2225 (958db85380)	STRICT_FACES 'frogger' (strict-faces.ts:5109) and roster row _shell-faces.ts:4660; the mock's 'only the dock scene needs the freeze + tick pin' is stale (no freeze param shipped, frogger.ts:304-321); its '?shell=legacy' e2e framing is dead since the legacy UI removal (#2349, 622d121675).	none	Tier-ladder illustration for a one-param audio game; the ladder argument held but its VRT/legacy framing is superseded. Module-specific; nothing to extract.
.myrobots/2026-08-24-bespoke-wave5/frogger/spec.md	19576fbc99c96eb99d99736ede7c4face55a8e2a54f88bd8fa2c5d7a3ab4a59d	package	0	stale	skill:renderer-tests	consume-stage4	#2225 (958db85380)	Self-declared 'CONSUMED AND SUPERSEDED — shipped as PR #2225' with six corrections; tree confirms: STRICT_FACES 'frogger' (strict-faces.ts:5088-5109), frogger.ts:304-321 __froggerVrtTicks pin and no freeze param, frogger-state.ts:156/354-363 initialTime-applies-live fix (§13.1), ui/modules/frogger/FroggerBoardBody.svelte, frogger-face-model.test.ts, _shell-faces.ts:4660-4666 simPin row; e2e/vrt/vrt-exemptions.ts no longer exists so the ratchet-discharge framing is complete.	none	The build already annotated the spec as evidence with its wrong claims listed, so the file is a proof artifact of the consumption. Durable lesson: for a stateful main-thread sim a freeze ParamDef is the expensive, weaker answer (attest + contract cost, intra-boot stillness only); a simPin tick budget read at construction is the seam, and predict-and-count the PNGs.
.myrobots/2026-08-24-bespoke-wave5/midiCvBuddy/dock-connect.html	705fcf55404e67b808fffe143d392c8c41155897cb6fe43ec27ed29a0838ca04	package	0	stale	none	consume-stage4	#2211 (f5af626c18)	STRICT_FACES 'midiCvBuddy' (strict-faces.ts:4966); ui/modules/midiCvBuddy/MidiCvBuddyDeviceBody.svelte; the mock's 'DELETE the click-to-grant hint' call was superseded by the device-body template that keeps a pre-connect hint as instructional copy in an empty state (the midiclock licence, ChromaconsoleDeviceBody.svelte header); the 'permission denied' message ships via midiOutcomeMessage; EXEMPT_FROM_VRT:720 discharge framing is moot (vrt-exemptions.ts gone); roster row _shell-faces.ts:4410.	none	Pre-connect state mock whose two-hint verdict was half overtaken by the shared device-body template. Module-specific; nothing to extract.
.myrobots/2026-08-24-bespoke-wave5/midiCvBuddy/dock.html	5f2571ba79571dbdc9004862c77900a1464385856aa51d86cbf7e8abd0d630ba	package	0	stale	none	consume-stage4	#2211 (f5af626c18)	Shipped face has ranked controlFamilies + SHELL_CELLS cells with CONNECT as face.order[0] reaching the lane tile (strict-faces.ts:4930-4966 comment), not the mock's body-only four rows; CH persists as midiInChannel, never data.channel (midi-cv-buddy.ts:233-268); body ui/modules/midiCvBuddy/MidiCvBuddyDeviceBody.svelte; cell seams midi-cv-buddy-cell-actions.ts.	none	Bound-state mock of a body-only binder; the shipped surface splits controls into ranked cells plus a device body and renames the channel key. Module-specific; nothing to extract.
.myrobots/2026-08-24-bespoke-wave5/midiCvBuddy/spec.md	39decb7d3b3ec50087a99eade67e67c6773be978b3c5f43ade30e9d1920c0541	package	0	stale	skill:module-surfaces	consume-stage4	#2211 (f5af626c18)	STRICT_FACES 'midiCvBuddy' (strict-faces.ts:4966) whose comment records the promotion; §7's 'channel lives in node.data.channel, no migration' was WRONG — the face PR renamed the filter to midiInChannel because data.channel is workflow column-membership truth (midi-cv-buddy.ts:233-268, :635); §0.1's order: [] / body-only shape was not taken (controlFamilies + SHELL_CELLS cells, CONNECT ranked first); D1 fixed through mutateNode (midi-cv-buddy-cell-actions.ts writeData); §9 exemption discharge moot (vrt-exemptions.ts gone); roster row _shell-faces.ts:4410; body ui/modules/midiCvBuddy/MidiCvBuddyDeviceBody.svelte.	none	The spec's central 'nothing to rank' design and its no-migration claim both disagree with what shipped, and the shipped build found a live lane-membership bug the spec missed. Durable lesson: never write a module setting into data.channel (lane membership is positional truth), and a params: [] binder still gets ranked cells via controlFamilies rather than an empty order.
.myrobots/2026-08-24-bespoke-wave5/midiOutBuddy/dock-override.html	cdd538413ea7a8a299f79c511bd4e9886d6c234a62f0243697ad05f871b30179	package	0	stale	none	consume-stage4	#2211 (f5af626c18)	The violet plate/lane OUTLINE was not ported: ui/modules/midiOutBuddy/midi-out-buddy-status-model.ts:20-38 ships the divergence as the LANE lamp tone='warn' with the badge sentence as detail and argues why the violet is dropped; STRICT_FACES 'midiOutBuddy' comment (strict-faces.ts:4995) says the same; D2's lane-following moved into the factory via watchLiveNodeData (midi-out-buddy.ts:848-872).	none	This page was the module's reviewable design call and the build decided it the other way (lamp, not outline). Module-specific; nothing to extract.
.myrobots/2026-08-24-bespoke-wave5/midiOutBuddy/dock.html	92bd6a85ed8e64724dbd07ae5cdbaec1387c270d5b07f119246bc8f53d432eaf	package	0	stale	none	consume-stage4	#2211 (f5af626c18)	STRICT_FACES 'midiOutBuddy' (strict-faces.ts:4995): both controls are controlFamilies + SHELL_CELLS cells, not the mock's body-only OUT/CH rows; NOTE dot ships as the SEND lamp (midi-out-buddy-status-model.ts:20); body ui/modules/midiOutBuddy/MidiOutBuddyDeviceBody.svelte; roster row _shell-faces.ts:4459; the sidebar's $effect warning was acted on in the factory (midi-out-buddy.ts:848-872).	none	Following-lane state mock; layout superseded by ranked cells plus lamps. Its sidebar restates the spec's $effect/onMount trap, which the spec record carries. Nothing separate to extract.
.myrobots/2026-08-24-bespoke-wave5/midiOutBuddy/spec.md	1a0d900c38742467acdda209d4ac9decd00ef30d50c977fdb673cc1639054941	package	0	stale	skill:module-surfaces	consume-stage4	#2211 (f5af626c18); follow-up #2325 (88e87dea0e)	STRICT_FACES 'midiOutBuddy' (strict-faces.ts:4995); §3.1 route (a) shipped — the lane-following reconciliation lives in the factory (midi-out-buddy.ts:848-872 watchLiveNodeData → setChannel), effectiveMidiOutChannel at :279; §6.1/D3's violet outline was NOT ported — divergence is a warn lamp (midi-out-buddy-status-model.ts:21-38); §0.1's body-only CH became a controlFamilies cell; D1 fixed through the undo-aware seam (midi-out-buddy-cell-actions.ts); #2325 (88e87dea0e) later added rebind-by-port-NAME on reload; roster row _shell-faces.ts:4459; vrt-exemptions.ts gone.	none	Design details (outline, body-only cells) were superseded, but the spec's headline finding held and shipped: a card-hosted $effect doing engine work dies on promotion, so STOP-2's affordance grep must also cover $effect(/onMount( and ongoing reconciliation belongs in the factory. That is the reusable surface lesson (the module-surfaces skill states the principle; this is the sharpest instance).
.myrobots/2026-08-24-bespoke-wave5/modtris/dock.html	f7bacc1c358488e3aa615060fc8e23a40b1cfe33190c621de923f3422681e6c6	package	0	stale	none	consume-stage4	#2282 (7e7b02834d)	The greyed 'LVL reads nothing' fader is no longer true — levelStep is wired (modtris-state.ts:129,164,447-490 levelForLines); the 'noUserControl: freeze' block never shipped — the pin is __modtrisVrtSeed + __modtrisVrtTicks (modtris.spec.ts:405-407, strict-faces.ts:5149-5150); body ui/modules/modtris/ModtrisWellBody.svelte + shell-extension.ts; STRICT_FACES 'modtris' (strict-faces.ts:5170); roster row _shell-faces.ts:4741.	none	Well/NEXT-strip/SCREEN layout shipped as drawn, but two of the mock's annotated states (dead LVL, freeze param) were resolved differently. Module-specific; nothing to extract.
