e2e/tests/ai-smoke.spec.ts :: clear: Clear button removes all nodes + edges from patch + DOM :: waitForTimeout(150) #1	STATE	-	Settle after fileMenuClick(workflow-file-clear) before asserting node/edge counts are 0; poll the svelte-flow node/edge counts directly.
e2e/tests/ai-smoke.spec.ts :: connect-replaces-existing: patching to an occupied input replaces the prior cable :: waitForTimeout(150) #1	STATE	-	Settle after a simulated cable drag before asserting edge count; poll the svelte-flow edge count instead.
e2e/tests/ai-smoke.spec.ts :: fader: dragging visibly moves the thumb (motorized state reflection) :: waitForTimeout(100) #1	STATE	-	Settle after a mouse drag before reading the fader thumb inline transform; poll the thumb style/transform value.
e2e/tests/ai-smoke.spec.ts :: node-drag: dragging a card persists position back to the patch graph :: waitForTimeout(150) #1	STATE	-	Settle after a mouse drag before reading the card transform; poll the node element transform instead of a blind sleep.
e2e/tests/analog-vco-fm-sync.spec.ts :: captureA :: waitForTimeout(500) #1	STATE	-	Redundant pre-settle immediately followed by a proper page.waitForFunction poll on engine readiness; fold the wait into that poll retry loop instead of a blind pre-wait.
e2e/tests/analog-vco-fm-sync.spec.ts :: captureMorph :: waitForTimeout(500) #1	STATE	-	Same pattern -- a blind pre-wait ahead of an already-correct waitForFunction poll.
e2e/tests/analog-vco-hard-sync.spec.ts :: captureSlave :: waitForTimeout(500) #1	STATE	-	Comment explicitly argues for polling over a fixed timeout, then the code still does both; the wait(500) preceding the waitForFunction poll is the redundant part to remove.
e2e/tests/audio-controls.spec.ts :: Audio Out: master=0 silences the destination; master=0.5 produces signal :: waitForTimeout(150) #1	STATE	-	Settle after setParam(out, master, 0) before reading the mutated param back; poll readParam until it reflects the new value.
e2e/tests/audio-controls.spec.ts :: Destroy: bits=16 vs bits=1 produces measurably different RMS or peak :: waitForTimeout(300) #1	STATE	-	Settle after setParam(dst, bits, 1) before sampling the crushed scope snapshot; poll readScopeStats for a changed waveform shape.
e2e/tests/audio-controls.spec.ts :: Filter: cutoff knob moved from 20Hz to 8000Hz changes the captured spectrum :: waitForTimeout(500) #1	PACING	-	Mirrors the filter DSP si.smoo ~10ms one-pole on cutoff plus the ~46ms analyser buffer refill, both defined in packages/dsp/src/filter.dsp line 13.
e2e/tests/audio-controls.spec.ts :: setParam :: waitForTimeout(100) #1	STATE	-	Generic settle after a raw __patch mutation before the caller reads engine state; poll readParam/readScopeStats for the new value instead of a flat 100ms.
e2e/tests/audio-controls.spec.ts :: waitForSignal :: waitForTimeout(100) #1	STATE	-	Already an explicit retry loop polling readScopeStats (rms above 0.001); convert the inner sleep to expect.poll own interval.
e2e/tests/audio-in.spec.ts :: ensureAudioInStreaming :: waitForTimeout(150) #1	STATE	-	Retry-loop spacing before re-checking the AUDIO IN card data-state attribute; convert to expect.poll on that attribute.
e2e/tests/audio-in.spec.ts :: exposes BOTH L and R outputs of the stereo pair (both non-silent) :: waitForTimeout(800) #1	STATE	-	Comment: give the audio graph a beat to push samples before reading scope channels; poll for non-flat scope output instead.
e2e/tests/audio-in.spec.ts :: menu patch-out wires pinned AUDIO IN → SCOPE and the fake-mic signal materializes :: waitForTimeout(800) #1	STATE	-	Same audio-pipeline-warmup-before-read pattern; poll the scope for non-silence.
e2e/tests/audio-in.spec.ts :: streams the fake 440 Hz sine to SCOPE.ch1 (non-silence) :: waitForTimeout(800) #1	STATE	-	Same pattern; poll scope canvas / signal stats rather than a blind 800ms.
e2e/tests/backdraft.spec.ts :: faders route through the patch store :: waitForTimeout(120) #1	STATE	-	Settle after a raw Yjs param mutation before reading it back from __patch.nodes; poll the store snapshot instead. Feedback-render module, but this wait only gates store sync not the per-frame feedback loop, so not RISKY.
e2e/tests/behavioral-observation-window.spec.ts :: readFramesWallClockSpaced :: waitForTimeout(spacingMs) #1	STATE	-	Page-side canvas-sample-per-iteration loop spacing samples across real time to measure frame arrival; convert to a single page-side sampling loop (one evaluate) rather than N Playwright-side sleeps.
e2e/tests/blood-audio-output.spec.ts :: BLOOD audio_l → SCOPE: the game-audio mixer produces audible signal in-game :: waitForTimeout(80) #1	STATE	RISKY	Samples the analyser during a held-fire burst; BLOOD runtime.runFrame() runs once per rendered surface.draw (packages/web/src/lib/video/modules/blood.ts line 379), the same frame-locked mechanism as DOOM, so changing this wait cadence changes how many game frames elapse.
e2e/tests/blood-audio-output.spec.ts :: BLOOD audio_l → SCOPE: the game-audio mixer produces audible signal in-game :: waitForTimeout(80) #2	STATE	RISKY	Same held-fire sampling loop, second occurrence; same frame-locked-runtime risk.
e2e/tests/blood-audio-output.spec.ts :: BLOOD audio_l → SCOPE: the game-audio mixer produces audible signal in-game :: waitForTimeout(900) #1	STATE	RISKY	Settle after 8 scripted key presses before sampling in-level audio; the scripted navigation outcome depends on how many game frames actually ran during this wait.
e2e/tests/blood-audio-output.spec.ts :: BLOOD music: in-level OPL3 music produces SUSTAINED audio on audio_l (standing still) :: waitForTimeout(110) #1	STATE	RISKY	Per-sample wait inside the sustained-audio poll loop; same frame-locked-runtime dependency as the other BLOOD sites.
e2e/tests/blood-audio-output.spec.ts :: pressAndSample :: waitForTimeout(settleMs) #1	STATE	RISKY	Settle after simulating a keypress before sampling; BLOOD game state (and therefore what the keypress caused) advances one tic per rendered frame.
e2e/tests/blood-mount.spec.ts :: BLOOD card mounts, idle surface paints, and boots out-of-box from bundled shareware :: waitForTimeout(200) #1	STATE	RISKY	Poll-loop wait checking for a framebuffer hash change (menu idle animation); frame-locked runtime, so wait duration determines how many menu frames actually render.
e2e/tests/blood-mount.spec.ts :: BLOOD card mounts, idle surface paints, and boots out-of-box from bundled shareware :: waitForTimeout(800) #1	STATE	RISKY	Settle before the first framebuffer sample; same frame-locked runtime.runFrame() dependency as the rest of BLOOD.
e2e/tests/bluebox.spec.ts :: bluebox: clicking "5" produces 770 + 1336 Hz peaks at the scope :: waitForTimeout(200) #1	STATE	-	Worklet/engine warm-up settle before the silence baseline and key press; poll scope RMS near zero instead.
e2e/tests/bluebox.spec.ts :: bluebox: clicking BLUEBOX produces a 2600 Hz dominant peak :: waitForTimeout(200) #1	STATE	-	Same warm-up-before-key-press pattern.
e2e/tests/bluebox.spec.ts :: bluebox: clicking REDBOX produces 1700 + 2200 Hz peaks :: waitForTimeout(200) #1	STATE	-	Same warm-up-before-key-press pattern.
e2e/tests/bluebox.spec.ts :: bluebox: setting btn_5 param directly drives the tone (no UI click) :: waitForTimeout(200) #1	STATE	-	Same warm-up-before-key-press pattern.
e2e/tests/bluebox.spec.ts :: pollBandAmp :: waitForTimeout(50) #1	STATE	-	Already an explicit poll loop reading readScopeChannel/bandAmp; convert the inner sleep to expect.poll own interval.
e2e/tests/bridge-late-materialization.spec.ts :: edge added in a SEPARATE transaction AFTER the source node still wires + delivers signal :: waitForTimeout(400) #1	STATE	-	Settle after forcing __nibblesForceLength before reading the bridged scope channel; poll readScopeCh1 for non-null.
e2e/tests/bridge-late-materialization.spec.ts :: edge added in a SEPARATE transaction AFTER the source node still wires + delivers signal :: waitForTimeout(400) #2	STATE	-	Second forced-param settle in the same test; same poll fix.
e2e/tests/bridge-late-materialization.spec.ts :: edge added in a SEPARATE transaction AFTER the source node still wires + delivers signal :: waitForTimeout(600) #1	STATE	-	Settle after a separate-transaction edge add before the bridge is expected connected; poll for the bridge wired state.
e2e/tests/bridge-late-materialization.spec.ts :: edge patched BEFORE target node spawned still delivers signal once target appears :: waitForTimeout(400) #1	STATE	-	Settle after the node-mount waitForFunction before reading the bridged channel; poll instead.
e2e/tests/bridge-late-materialization.spec.ts :: edge patched BEFORE target node spawned still delivers signal once target appears :: waitForTimeout(800) #1	STATE	-	Comment: let the bridge wire up plus analyser sample, before reading; poll the scope channel for readiness.
e2e/tests/buggles.spec.ts :: buggles: SMOOTH output modulates VCA amplitude :: waitForTimeout(1800) #1	PACING	-	Needs several woggle-clock cycles (an internal setInterval-driven clock, packages/web/src/lib/audio/modules/buggles.ts) at the test rate=0.6 knob to manifest amplitude modulation.
e2e/tests/buggles.spec.ts :: buggles: SMOOTH output produces a slowly-varying voltage :: waitForTimeout(1800) #1	PACING	-	Same woggle-clock cycle requirement as the VCA-modulation case, same module packages/web/src/lib/audio/modules/buggles.ts.
e2e/tests/buggles.spec.ts :: buggles: STEPPED output produces varying voltages over time (chaos > 0) :: waitForTimeout(1500) #1	PACING	-	Comment: give the woggle scheduler time to fire several events -- the internal setInterval-driven woggle clock in packages/web/src/lib/audio/modules/buggles.ts, rate=0.7 knob (about 10Hz).
e2e/tests/buggles.spec.ts :: pollScopePeak :: waitForTimeout(50) #1	STATE	-	Retry-after-navigation-error branch of the poll loop; convert to a bounded page-ready poll.
e2e/tests/buggles.spec.ts :: pollScopePeak :: waitForTimeout(50) #2	STATE	-	Main per-iteration wait of the poll loop; convert to expect.poll own interval.
e2e/tests/cable-drag-panel-lock.spec.ts :: click opens the menu; hover alone does not; outside-click closes :: waitForTimeout(150) #1	STATE	-	Negative proof (hover alone must not open the chrome); convert to a bounded stability-check on the chrome element count rather than a blind sleep.
e2e/tests/cable-drag-panel-lock.spec.ts :: click opens the menu; hover alone does not; outside-click closes :: waitForTimeout(300) #1	STATE	-	Negative proof that no hover-close timer exists (there is none in the product); assert the chrome stays visible via a stability-poll over the window.
e2e/tests/chromaconsole.spec.ts :: chromaconsole: repeating a value puts no second message on the wire (graph-coalesced) :: waitForTimeout(300) #1	STATE	-	Comment: give a redundant message every chance to appear -- a negative proof; convert to a bounded stability-poll on readCapturedCcs rather than one flat sleep.
e2e/tests/chromaconsole.spec.ts :: chromaconsole: with NO matching port, auto-detect selects nothing rather than guessing :: waitForTimeout(300) #1	STATE	-	Same negative-proof pattern for the no-port-selected case.
e2e/tests/chromaconsole.spec.ts :: chromaconsole: with NO output selected, a write sends nothing and is RECORDED undelivered :: waitForTimeout(300) #1	STATE	-	Same negative-proof pattern for the disconnected-port case.
e2e/tests/clap.spec.ts :: CLAP real chain: SEQUENCER → trigger_in → AUDIOOUT — audible RMS + clap-band-dominant spectrum :: waitForTimeout(60) #1	STATE	-	Per-iteration wait inside the spectral energy-scoring poll loop; convert to expect.poll own interval.
e2e/tests/clear.spec.ts :: clear after voice demo removes all nodes + edges :: waitForTimeout(300) #1	STATE	-	Settle after fileMenuClick(workflow-file-clear) before asserting an empty canvas; poll node/edge counts directly.
e2e/tests/clip-automation.spec.ts :: CV exclusion: an LFO CV cable driving the assigned module records NOTHING while its lane records; a MIDI twist of the same knob records :: waitForTimeout(3500) #1	STATE	-	Negative proof over 2+ clip loops that CV modulation is never recorded; convert to a bounded stability-poll on readAutoTrackKeys rather than one flat sleep.
e2e/tests/clip-automation.spec.ts :: collectCountdown :: waitForTimeout(60) #1	STATE	-	Already a page-evaluate-per-iteration poll loop reading laneArmCountdownColor; convert the inner sleep to expect.poll own interval.
e2e/tests/clip-automation.spec.ts :: per-clip automation: a MIDI CC on an automated param suspends only that param until the twist idles; CC-idle resumes :: waitForTimeout(220) #1	STATE	-	Settle for the held CC override to reach its new value before sampling; no named idle-detection constant found -- poll readParam for convergence instead.
e2e/tests/clip-automation.spec.ts :: per-clip automation: grabbing an on-screen fader suspends only its playback until RELEASE; the other keeps playing :: waitForTimeout(220) #1	STATE	-	Settle for the grabbed fader dragged value to land before sampling; poll readParam for the target value.
e2e/tests/clip-automation.spec.ts :: per-clip automation: on stop the param HOLDS its last automated value — no snap to default/zero :: waitForTimeout(400) #1	PACING	-	Mirrors SEAM_GLIDE_S (12ms) plus the stop-tick holdLastValue call, both defined in packages/web/src/lib/audio/modules/clip-automation-engine.ts line 43 and used at clipplayer.ts line 523.
e2e/tests/clip-automation.spec.ts :: per-clip automation: switching clips in a lane swaps to the NEW clip’s own envelope (each clip carries its own) :: waitForTimeout(500) #1	PACING	-	Comment cites the exact constant: glide is about 12ms -- SEAM_GLIDE_S in packages/web/src/lib/audio/modules/clip-automation-engine.ts line 43.
e2e/tests/clip-automation.spec.ts :: sampleDivergence :: waitForTimeout(intervalMs) #1	STATE	-	Poll-sampling helper (page.evaluate per iteration) measuring two nodes param divergence; convert to expect.poll or a page-side sampling loop.
e2e/tests/clip-automation.spec.ts :: sampleSpread :: waitForTimeout(intervalMs) #1	STATE	-	Same poll-sampling helper pattern, single-node spread.
e2e/tests/clip-automation.spec.ts :: sweepCc :: waitForTimeout(60) #1	STATE	-	Generates a synthetic MIDI CC sweep (signal generation, not a readiness wait); move the loop page-side rather than a Playwright-side per-iteration sleep.
e2e/tests/clipplayer-grid-stability.spec.ts :: dock full-view: a pad click does not move the grid (and the sampler can see it if it does) :: waitForTimeout(120) #1	STATE	-	Settle after a verified pane scroll before re-reading the rAF sampler; poll the sampler span value.
e2e/tests/clipplayer-grid-stability.spec.ts :: dock full-view: a pad click does not move the grid (and the sampler can see it if it does) :: waitForTimeout(500) #1	PACING	-	Comment cites the exact constant: past the 220ms single-click launch debounce, defined in packages/web/src/lib/ui/modules/ClipplayerCard.svelte line 361 (the setTimeout(..., 220) in onPadClick).
e2e/tests/clipplayer-grid-stability.spec.ts :: slowDblClick :: waitForTimeout(gapMs) #1	STATE	-	Simulates the gap between two physical clicks for a double-click gesture; not a readiness wait -- parameterized test-gesture timing, convert case-by-case at call sites.
e2e/tests/clipplayer-rate-reset.spec.ts :: reset gate input: clock edges hold the playhead at the top; removing them frees it :: waitForTimeout(50) #1	STATE	-	Per-iteration wait inside the maxSeen-holds-near-top sampling loop; convert to a page-side sampling loop or expect.poll.
e2e/tests/clipplayer-rate-reset.spec.ts :: waitForEngine :: waitForTimeout(50) #1	STATE	-	Generic engine-value poll helper; convert to expect.poll on the real engine key.
e2e/tests/clipplayer-songmode.spec.ts :: song mode: OVERDUB keeps the take + merges new launches (vs REPLACE wiping it) :: waitForTimeout(150) #1	STATE	-	Comment: let the clear-on-arm tick land first -- no named ms constant found for the arm-clear tick; poll clipMode/arrangement state instead.
e2e/tests/clipplayer-songmode.spec.ts :: song mode: OVERDUB keeps the take + merges new launches (vs REPLACE wiping it) :: waitForTimeout(300) #1	STATE	-	Settle after launching lane1 clip before reading arrangement.events; poll for the expected event count.
e2e/tests/clipplayer-songmode.spec.ts :: song mode: OVERDUB keeps the take + merges new launches (vs REPLACE wiping it) :: waitForTimeout(400) #1	STATE	-	Settle after launching lane0 clip before launching lane1; poll for the first launch playing state.
e2e/tests/clipplayer-songmode.spec.ts :: song mode: arming RECORD captures clip launches into the arrangement :: waitForTimeout(150) #1	STATE	-	Same clear-on-arm-tick settle as the OVERDUB case.
e2e/tests/clipplayer-songmode.spec.ts :: song mode: arming RECORD captures clip launches into the arrangement :: waitForTimeout(500) #1	STATE	-	Settle after launching lane0 clip before launching lane1; poll for playing state.
e2e/tests/clipplayer-songmode.spec.ts :: song mode: arming RECORD captures clip launches into the arrangement :: waitForTimeout(500) #2	STATE	-	Settle after launching lane1 clip before reading arrangement.events; poll for the expected event count.
e2e/tests/clouds-face.spec.ts :: settleThenPeak :: waitForTimeout(60) #1	STATE	-	Per-iteration wait inside the max-peak sampling window loop; convert to expect.poll own interval.
e2e/tests/clouds-face.spec.ts :: settleThenPeak :: waitForTimeout(settleMs) #1	STATE	-	Pre-settle before the peak-sampling window; poll the scope for first non-zero RMS instead of a caller-supplied ms.
e2e/tests/cloudseed-face.spec.ts :: recalling a preset writes ALL 46 params into the graph, and a later knob edit survives :: waitForTimeout(600) #1	STATE	-	Settle for the post-recall knob edit to survive before reading graphParams; poll the param value for stability instead of a blind 600ms.
e2e/tests/cofefve.spec.ts :: COFEFVE feedback amount audibly lengthens the wet echo tail :: waitForTimeout(600) #1	PACING	-	Mirrors the module own delayTime param (test sets 0.12s) -- the delay line must physically fill before the tap carries signal; DSP defined in packages/web/src/lib/audio/modules/cofefve.ts line 187.
e2e/tests/cofefve.spec.ts :: COFEFVE feedback amount audibly lengthens the wet echo tail :: waitForTimeout(900) #1	PACING	-	Same delayTime-fill mechanism after raising feedback to 0.9, needing more real time for the regenerated echo tail to reach steady state; packages/web/src/lib/audio/modules/cofefve.ts lines 187 and 219.
e2e/tests/cofefve.spec.ts :: COFEFVE wet echo is audible with dry muted (only the delayed path carries signal) :: waitForTimeout(500) #1	PACING	-	Comment cites the exact interval: past the 150 ms tap -- the test own delayTime=0.15 on the module defined at packages/web/src/lib/audio/modules/cofefve.ts line 187.
e2e/tests/collab.spec.ts :: layouts: A and B independently drag; each sees own override :: waitForTimeout(500) #1	STATE	-	Cross-context CRDT sync settle before reading B view of A layout override; poll the peer position value instead.
e2e/tests/collab.spec.ts :: layouts: A and B independently drag; each sees own override :: waitForTimeout(500) #2	STATE	-	Same cross-context sync settle, both pages, before reading both positions.
e2e/tests/collab.spec.ts :: layouts: A drags node, B does not see it move (per-user layout split) :: waitForTimeout(500) #1	STATE	-	Same cross-context sync settle pattern.
e2e/tests/dock-pane-close-chrome.spec.ts :: the lane tile CLOSE pill still closes its module (chrome ✕ is in ADDITION, not instead) :: waitForTimeout(120) #1	STATE	-	setViewport is called with duration 0 (no CSS transition), so this is not a paint wait; it is a DOM/layout settle after the viewport mutation -- poll the tile bounding rect instead.
e2e/tests/drumseqz.spec.ts :: drumseqz → drummergirl → audioOut: gate1 fires audio when trk1 has any pulse :: waitForTimeout(400) #1	STATE	-	Comment: wait for at least one transient through the chain before sampling; poll gateValue via readEngine instead.
e2e/tests/drumseqz.spec.ts :: drumseqz → drummergirl → audioOut: gate1 fires audio when trk1 has any pulse :: waitForTimeout(50) #1	STATE	-	Per-iteration wait inside the 12-sample gateValue poll loop; convert to expect.poll own interval.
e2e/tests/dx7-syx-load.spec.ts :: dx7: uploading a 32-voice SYX populates the dropdown + selecting different patches changes the audible waveform :: waitForTimeout(100) #1	STATE	-	Per-iteration wait inside the USER_00 energy poll loop; convert to expect.poll own interval.
e2e/tests/dx7-syx-load.spec.ts :: dx7: uploading a 32-voice SYX populates the dropdown + selecting different patches changes the audible waveform :: waitForTimeout(100) #2	STATE	-	Per-iteration wait inside the USER_15 energy poll loop; same fix.
e2e/tests/dx7-syx-load.spec.ts :: dx7: uploading a 32-voice SYX populates the dropdown + selecting different patches changes the audible waveform :: waitForTimeout(1500) #1	STATE	-	Comment: give the worklet about 1.5s to clear voices, retrigger, and refill the scope -- no matching product constant (master release defaults to 5ms); poll scope energy instead of a blind pre-wait ahead of the adjacent poll loop.
e2e/tests/dx7.spec.ts :: dx7: sequencer (poly) → DX7 → audioOut produces audible RMS :: waitForTimeout(100) #1	STATE	-	Per-iteration wait inside the RMS poll loop; convert to expect.poll own interval.
e2e/tests/dx7.spec.ts :: dx7: switching algorithm changes the audible scope content :: waitForTimeout(100) #1	STATE	-	Per-iteration wait inside the algo-1 frame-energy poll loop; same fix.
e2e/tests/dx7.spec.ts :: dx7: switching algorithm changes the audible scope content :: waitForTimeout(100) #2	STATE	-	Per-iteration wait inside the algo-32 frame poll loop; same fix.
e2e/tests/dx7.spec.ts :: dx7: switching algorithm changes the audible scope content :: waitForTimeout(800) #1	STATE	-	Pre-wait ahead of the algo-32 poll loop, placed to avoid a stale-frame false match per the adjacent comment; fold into the poll loop own leading iterations instead of a blind pre-wait.
e2e/tests/edges.spec.ts :: CV params route through the patch store :: waitForTimeout(120) #1	STATE	-	Settle after a raw Yjs param mutation before reading it back; poll the store snapshot instead.
e2e/tests/edges.spec.ts :: captureEdges :: waitForTimeout(700) #1	PAINT	-	Comment says a handful of rAFs so the SHAPES → EDGES → OUTPUT chain renders -- an explicit renderer/rAF settle; use waitFrames(page, n).
e2e/tests/filter-cv-depth.spec.ts :: cutoff_cv_amt scales the cutoff CV — full depth sweeps, depth 0 mutes the jack :: waitForTimeout(100) #1	STATE	-	Per-iteration wait inside the worklet-warm poll loop (rms above 0.001); convert to expect.poll own interval.
e2e/tests/filter-cv-depth.spec.ts :: cutoff_cv_amt scales the cutoff CV — full depth sweeps, depth 0 mutes the jack :: waitForTimeout(600) #1	PACING	-	Comment cites the exact mechanism: the DSP ~7 Hz one-pole (si.smoo) needs a few hundred ms to settle -- packages/dsp/src/filter.dsp line 13, documented at packages/web/src/lib/audio/modules/filter.ts line 16.
e2e/tests/filter-cv-depth.spec.ts :: rmsSpread :: waitForTimeout(70) #1	STATE	-	Per-iteration wait inside the min/max RMS-spread sampling loop; convert to a page-side sampling loop or expect.poll.
e2e/tests/filter-cv-depth.spec.ts :: setParam :: waitForTimeout(150) #1	STATE	-	Generic settle after a raw __patch mutation; poll readParam for the new value.
e2e/tests/four-modules.spec.ts :: CHARLOTTE'S ECHOS: passes signal through and produces echo tail :: waitForTimeout(50) #1	STATE	-	Per-iteration wait inside the peak above 0.001 poll loop; convert to expect.poll own interval.
e2e/tests/four-modules.spec.ts :: MEOWBOX: gate triggers audible voice on L output :: waitForTimeout(800) #1	STATE	-	Comment: wait for several gate triggers plus ring-out -- no named constant; convert to the same poll-loop pattern already used elsewhere in this file (readScopePeak until above threshold).
e2e/tests/four-modules.spec.ts :: MIXMSTRS: multiple instances allowed — both materialize in engine :: waitForTimeout(800) #1	STATE	-	Settle before counting engine nodes; poll the engine node count instead.
e2e/tests/four-modules.spec.ts :: MIXMSTRS: passes channel 1 through to master out :: waitForTimeout(500) #1	STATE	-	Settle after patch setup before reading scope peak; poll readScopePeak for above threshold.
e2e/tests/four-modules.spec.ts :: TIMELORDE: 1x output emits gate pulses at the configured BPM :: waitForTimeout(120) #1	STATE	-	Per-iteration wait inside the 2s peak above 0.5 poll loop; convert to expect.poll own interval.
e2e/tests/foxy-freeze-locks-wavetable.spec.ts :: frozen wavetable: 2s-apart snapshots equal; unfreeze: snapshot differs :: waitForTimeout(1500) #1	PACING	-	Comment: 1.5s is well beyond BRIDGE_MS=42*32=1.3s -- BRIDGE_MS=42 defined at packages/web/src/lib/audio/modules/foxy.ts line 237.
e2e/tests/foxy-freeze-locks-wavetable.spec.ts :: frozen wavetable: 2s-apart snapshots equal; unfreeze: snapshot differs :: waitForTimeout(2000) #1	PACING	-	Proves wtFrames stay identical across about 47 BRIDGE_MS (42ms) cycles while frozen; same constant, packages/web/src/lib/audio/modules/foxy.ts line 237.
e2e/tests/foxy-freeze-locks-wavetable.spec.ts :: frozen wavetable: 2s-apart snapshots equal; unfreeze: snapshot differs :: waitForTimeout(2000) #2	PACING	-	Proves the live wavetable resumes updating for 2s after unfreeze, same BRIDGE_MS-paced factory cadence, packages/web/src/lib/audio/modules/foxy.ts line 237.
e2e/tests/foxy-freeze-locks-wavetable.spec.ts :: frozen wavetable: 2s-apart snapshots equal; unfreeze: snapshot differs :: waitForTimeout(300) #1	PACING	-	Comment: BRIDGE_MS=42 throttle so up to 42ms can elapse, 300ms covers it -- same constant, packages/web/src/lib/audio/modules/foxy.ts line 237.
e2e/tests/frogger.spec.ts :: frogger: BUGGLES.clock patched into start_gate restarts the game :: waitForTimeout(2000) #1	STATE	-	Comment: wait for BUGGLES.clock to fire several pulses -- BUGGLES rate is user-set, not a fixed constant; poll frogger tick count instead. Game module, but its tick fires off SchedulerClock (TICK_MS=25, packages/web/src/lib/audio/scheduler-clock.ts line 41) not the render frame, so not RISKY.
e2e/tests/frogger.spec.ts :: frogger: BUGGLES.clock patched into start_gate restarts the game :: waitForTimeout(300) #1	STATE	-	Settle after auto-start before reading the frogger snapshot; poll isGameInPlay instead.
e2e/tests/frogger.spec.ts :: frogger: auto-starts on spawn (no user input — isGameInPlay flips + sprites advance) :: waitForTimeout(1500) #1	STATE	-	Comment: tick must advance plus sprites should evolve before re-reading the snapshot; poll tick for an increase instead.
e2e/tests/frogger.spec.ts :: frogger: auto-starts on spawn (no user input — isGameInPlay flips + sprites advance) :: waitForTimeout(500) #1	STATE	-	Comment: within about 500ms the auto-start has fired before reading the first snapshot; poll isGameInPlay/spriteCount instead.
e2e/tests/gibribbon.spec.ts :: gibribbon: card mounts cleanly + 1024×576 canvas renders the white ribbon :: waitForTimeout(300) #1	PACING	-	Comment: the card polls the framebuffer at 30 Hz -- setInterval(pollStatus, 33) at packages/web/src/lib/ui/modules/GibribbonCard.svelte line 70.
e2e/tests/gibribbon.spec.ts :: pulse :: waitForTimeout(8) #1	STATE	-	Sets a discrete gate edge width, not a readiness wait; no named product constant -- move the rising/falling edge pair into one page-side evaluate with an in-page delay.
e2e/tests/gibribbon.spec.ts :: pulse :: waitForTimeout(8) #2	STATE	-	Falling-edge half of the same pulse helper; same fix.
e2e/tests/gl-feedback-loop.spec.ts :: the default workflow rack emits ZERO GL feedback-loop errors :: waitForTimeout(OBSERVE_MS) #1	PAINT	-	Just needs N renderer frames to run so a GL feedback-loop console error has a chance to fire; no simulation state is asserted, so waitFrames(page, n) is a safe, behavior-preserving swap.
e2e/tests/illogic.spec.ts :: illogic: LFO → in1 → att1 (gain=1) produces audible signal at scope :: waitForTimeout(1000) #1	STATE	-	Comment: let several LFO cycles flow through -- LFO rate is test-configured, not a fixed constant; poll readScopeStats for peak above threshold instead.
e2e/tests/illogic.spec.ts :: illogic: att1_amount=-1 still produces audible signal (sign-flipped) :: waitForTimeout(1000) #1	STATE	-	Same LFO-cycles-then-read pattern.
e2e/tests/illogic.spec.ts :: illogic: att1_amount=0 mutes the att1 output :: waitForTimeout(700) #1	STATE	-	Settle before confirming att1 output is silenced; poll readScopeStats for peak below threshold.
e2e/tests/illogic.spec.ts :: illogic: two LFOs → in1+in2 → sum produces summed audible signal :: waitForTimeout(1500) #1	STATE	-	Comment: long enough for both LFOs beat pattern to manifest -- poll readScopeStats instead of a blind sleep.
